resume_id,name,email,phone,age,education,university,graduation_year,total_experience,job_history,skills,certifications,projects,last_job_title,last_company,summary,location,languages,is_relevant
821f04ec-f15c-4857-a8aa-4c21f55d0ee7,Jacob Johnson,corybarr@example.net,(385)897-9146x20317,29,Bachelor's Degree,Mountain State College,1999,6,"[{'title': 'QA Engineer', 'duration': 6, 'company': 'Ramirez-Barton'}]","Python, JavaScript, C++, SQL, NoSQL, AWS, Azure, Docker, Kubernetes, React, Data Analysis, Teamwork, Leadership",No,1,QA Engineer,Ramirez-Barton,"Fall anyone fill want single least. Military form past practice.
Degree second operation himself. Threat talk thought.
Instead drug whose business. Meet know power affect. Fact allow administration who deal play risk. People our boy kitchen stock or by.",Smithstad,"English, Chinese",1
96e88c9b-c093-4394-a0aa-0536d5ac2992,Robert Castillo,longlori@example.com,(482)267-5085,32,Bachelor's Degree,Global University,2005,8,"[{'title': 'Frontend Developer', 'duration': 1, 'company': 'Bailey-Potter'}, {'title': 'CTO', 'duration': 7, 'company': 'Lopez Inc'}]","Python, Java, JavaScript, SQL, NoSQL, Azure, Docker, React, Angular, Machine Learning, Data Analysis, Hadoop, Communication, Teamwork, Problem Solving, Time Management, Creativity",No,6,Frontend Developer,Bailey-Potter,"Employee group company her employee force. Address spend property fire share feeling summer.
Toward movie international growth arm ability expert. Mind head force party.
World season kid drop game also hotel. Church spring consider difficult.",Richardburgh,"English, Spanish",1
b1971b9e-d71d-4a29-8b10-514e1db18d98,Alyssa Buckley,christopherthompson@example.com,+1-904-501-9267x607,53,Bachelor's Degree,Oceanview University,2007,25,"[{'title': 'DevOps Engineer', 'duration': 16, 'company': 'Wilcox-Cisneros'}, {'title': 'DevOps Engineer', 'duration': 3, 'company': 'Jordan-Browning'}, {'title': 'Frontend Developer', 'duration': 6, 'company': 'Davis, Bradley and Smith'}]","Python, JavaScript, C++, NoSQL, Azure, React, Angular, Machine Learning, Data Analysis, TensorFlow, PyTorch, Spark, Communication, Teamwork, Leadership, Problem Solving, Creativity",Yes,5,DevOps Engineer,Wilcox-Cisneros,"Future compare relate million win talk teacher.
Friend modern development executive. Former sport skin these stuff mother among.
Along top measure well room else. Water camera success receive.",East Pamela,English,1
84c200b0-2752-40d8-87cd-572e831b810c,Kelly Wiley,bestbryan@example.org,7983772120,60,Bachelor's Degree,National University,2022,11,"[{'title': 'CTO', 'duration': 3, 'company': 'Willis, Lloyd and Garcia'}, {'title': 'ML Engineer', 'duration': 8, 'company': 'Gregory PLC'}]","Python, Java, JavaScript, C++, SQL, AWS, Docker, React, Data Analysis, Communication, Problem Solving, Time Management",Yes,8,CTO,"Willis, Lloyd and Garcia","Radio event your end month. Enjoy receive final money. Per fish girl guy.
Relate sign rest fact might agent crime. Why admit consider none. Phone per will information wrong fight. Land door own hit.
Machine able someone travel. Tonight control bar future focus generation drug.",Mooreview,"English, French",0
9380f87c-b81f-49a6-8c9d-7e9cab86a2d4,Sabrina Moore,hannah74@example.org,+1-838-462-4401x806,47,Associate Degree,State University,2021,22,"[{'title': 'Project Manager', 'duration': 4, 'company': 'Chung LLC'}, {'title': 'Frontend Developer', 'duration': 3, 'company': 'Hughes, Mills and Roth'}, {'title': 'Data Scientist', 'duration': 12, 'company': 'Brown, Rivera and Bowers'}, {'title': 'CTO', 'duration': 3, 'company': 'Jones, Fowler and Calderon'}]","Python, Java, JavaScript, SQL, AWS, Azure, Kubernetes, React, Machine Learning, Data Analysis, PyTorch, Hadoop, Communication, Teamwork, Leadership, Problem Solving, Time Management, Creativity",Yes,15,Project Manager,Chung LLC,"Reason east from maybe stop. News choose spend cover receive.
There piece skin left add better analysis message. The trial site. Receive lawyer popular something song accept past.",South Erica,"English, French",0
df77c19c-37c2-4592-b58d-6d3b5410cfee,Latoya Carpenter,martinezdouglas@example.org,+1-596-591-8477x94704,37,Bachelor's Degree,Metropolitan University,2009,14,"[{'title': 'Systems Administrator', 'duration': 9, 'company': 'Stevens-Williams'}, {'title': 'Frontend Developer', 'duration': 5, 'company': 'Douglas Inc'}]","Java, JavaScript, SQL, AWS, Azure, Docker, React, Angular, Machine Learning, PyTorch, Spark, Hadoop, Communication, Teamwork, Leadership, Problem Solving, Time Management",No,5,Systems Administrator,Stevens-Williams,"Dinner forward head let system surface. Church action describe individual somebody prepare data political. Somebody whether design tough.
Necessary executive same family stage return generation let. Soldier bank size none focus measure.",West Briannaburgh,"English, Chinese",1
836d2c99-06f7-4a80-a553-cb63f598c581,Erika Herring,abentley@example.com,5067970334,59,Bachelor's Degree,Metropolitan University,1999,30,"[{'title': 'Product Manager', 'duration': 30, 'company': 'Knox, Grant and Dalton'}]","Python, Java, C++, SQL, NoSQL, AWS, Docker, React, Angular, Machine Learning, TensorFlow, PyTorch, Spark, Hadoop, Communication, Teamwork, Leadership, Problem Solving, Time Management",Yes,9,Product Manager,"Knox, Grant and Dalton","Peace evidence whatever everyone Mr middle successful. Pull summer rock explain. Dream adult why stop player smile.
Expert decision customer language compare together middle. We number campaign work end development budget. Condition what foreign take visit car instead.",Richardberg,English,0
1724926b-9d1b-4ced-951e-7e9b8f3c8ffa,Johnathan Cannon,gwebster@example.org,001-249-835-9456x40127,54,Associate Degree,Oceanview University,1995,31,"[{'title': 'Product Manager', 'duration': 3, 'company': 'Rosario, Allen and Greene'}, {'title': 'Security Specialist', 'duration': 12, 'company': 'Spears-Mcclain'}, {'title': 'Backend Developer', 'duration': 3, 'company': 'Bauer-Kirk'}, {'title': 'ML Engineer', 'duration': 6, 'company': 'Williams, Meyer and Woodard'}, {'title': 'Frontend Developer', 'duration': 7, 'company': 'Beard-Santos'}]","Python, Java, JavaScript, SQL, AWS, Kubernetes, React, Angular, Data Analysis, Spark, Communication, Leadership, Problem Solving, Time Management, Creativity",No,14,Product Manager,"Rosario, Allen and Greene","Factor traditional democratic he kitchen person. Southern hour by season at.
Whose hope reach factor. Long collection successful every remain. Possible enjoy apply response woman.
Resource finally head claim position career after.",Kirkshire,"English, Spanish",0
b0ac38b1-1a9d-4040-bd02-abcdafada3fc,Rebecca Cook,stonerobert@example.net,(708)961-3563,36,Associate Degree,Liberty College,2018,13,"[{'title': 'ML Engineer', 'duration': 10, 'company': 'Carpenter, Morris and Henderson'}, {'title': 'DevOps Engineer', 'duration': 3, 'company': 'Ortega Ltd'}]","Python, Java, JavaScript, C++, SQL, Docker, Machine Learning, Data Analysis, PyTorch, Teamwork, Problem Solving, Time Management, Creativity",No,10,ML Engineer,"Carpenter, Morris and Henderson","Mind policy choice if support standard lawyer. Stop Congress mind director statement picture usually. Mrs race yourself within boy.
Determine realize list generation government. Nearly pull crime size world speak value vote. Type enough present benefit.",West Brittanyview,"English, Chinese",0
dd0b025f-2560-4113-9e26-d466118e26c7,Jeff Pope,jamesmartinez@example.org,7279469259,26,Bachelor's Degree,Oceanview University,1996,1,"[{'title': 'BI Developer', 'duration': 1, 'company': 'Thomas, Williams and Anderson'}]","Python, JavaScript, SQL, AWS, Azure, Kubernetes, React, Machine Learning, Data Analysis, TensorFlow, PyTorch, Spark, Communication, Problem Solving, Time Management, Creativity",No,5,BI Developer,"Thomas, Williams and Anderson","Idea book reduce project good animal. Collection defense bar success. Skin instead finally tree. Season entire tax debate help life.
Include than power marriage force magazine unit weight. Bit place upon various together. Piece important social dream doctor.",New Diamondshire,English,0
8f195adf-1794-4ad6-ae77-741f2373334f,Dan Cooper,clarkjacqueline@example.com,(306)246-5337,32,Associate Degree,Tech Institute,2014,9,"[{'title': 'DevOps Engineer', 'duration': 6, 'company': 'Villegas, Porter and Torres'}, {'title': 'Systems Administrator', 'duration': 3, 'company': 'Vega and Sons'}]","Python, JavaScript, C++, SQL, NoSQL, AWS, Docker, React, Angular, Data Analysis, Hadoop, Communication, Leadership, Problem Solving, Time Management, Creativity",Yes,8,DevOps Engineer,"Villegas, Porter and Torres","Red include both media ok relate media. Certainly second wife player she have author.
Religious property either hotel yes fact. Feeling policy act personal property. Road garden want peace school start.",Lake Danielfurt,"English, Chinese",0
00080e49-1bf9-4915-adde-36f80e6bf3dc,John Campos,qberry@example.org,2345809655,32,Bachelor's Degree,National University,1999,6,"[{'title': 'QA Engineer', 'duration': 3, 'company': 'Robinson-Jenkins'}, {'title': 'Data Scientist', 'duration': 1, 'company': 'Robinson Inc'}, {'title': 'Data Scientist', 'duration': 2, 'company': 'Underwood Group'}]","Python, JavaScript, SQL, AWS, Kubernetes, React, Machine Learning, Data Analysis, PyTorch, Hadoop, Communication, Teamwork, Leadership, Problem Solving, Time Management, Creativity",Yes,9,QA Engineer,Robinson-Jenkins,"Address reality open everything behavior discussion child. Account half provide company network worry. Scene party girl interview live I.
Dinner debate similar cover majority remain. Fill carry see this minute society.",North Andrew,"English, Spanish",1
bf013ab9-3ddd-4e29-be2d-47c7f03b8a46,Rebecca Kennedy,dustin35@example.com,(285)325-5041x08647,24,PhD,Metropolitan University,2018,1,"[{'title': 'Product Manager', 'duration': 1, 'company': 'Bell-Carter'}]","Python, JavaScript, C++, SQL, Docker, Kubernetes, React, Angular, Data Analysis, TensorFlow, PyTorch, Hadoop, Communication, Teamwork, Leadership, Problem Solving",Yes,12,Product Manager,Bell-Carter,"Recognize morning hope middle design. Red will hospital likely miss hold eye.
Music law policy operation couple choose such. Son create anyone visit play.
Across even year sense lawyer age. Old show wish whose right chair despite.
Myself war them. Expert production design join give conference.",Davidburgh,English,0
f5b88574-27d0-4e99-b910-802ff1de9ed4,Michael Flowers,perryjeffrey@example.com,846-631-6139,26,High School,N/A,2021,3,"[{'title': 'CTO', 'duration': 3, 'company': 'Brown Group'}]","Python, JavaScript, C++, SQL, NoSQL, AWS, Azure, Docker, React, Angular, Machine Learning, Data Analysis, Communication, Teamwork, Leadership, Problem Solving, Time Management, Creativity",No,12,CTO,Brown Group,"Listen somebody everything skin Mr listen whole. Me senior itself story in.
Thought race again line. Its early thousand population.
Benefit science whose matter without less ground. Artist PM him production. Source there nothing shoulder world perhaps.",North Mistymouth,"English, Spanish",0
b27fe337-4179-4f81-9789-599eb3a34c76,Jennifer Mitchell,susan62@example.org,896.905.6565x042,32,Bachelor's Degree,City College,2005,5,"[{'title': 'Security Specialist', 'duration': 5, 'company': 'Flowers, Williams and Morgan'}]","Python, SQL, AWS, Azure, Kubernetes, React, Angular, Machine Learning, Data Analysis, TensorFlow, Hadoop, Communication, Teamwork, Leadership, Problem Solving, Time Management",No,3,Security Specialist,"Flowers, Williams and Morgan","Road up Mr increase official realize less. Laugh environmental natural though. Story brother account option take home impact rest.
Theory concern big let name. Law member easy store reflect.",South Douglas,"English, Chinese",1
0c0b78c9-1e50-41b8-85ee-2a1671f2ca97,Richard Flores,martinalisha@example.org,+1-317-562-0914x2206,30,Bachelor's Degree,Metropolitan University,1995,0,[],"Python, Java, JavaScript, C++, SQL, NoSQL, AWS, Docker, React, Machine Learning, Data Analysis, TensorFlow, PyTorch, Spark, Communication, Teamwork, Leadership, Time Management, Creativity",No,3,N/A,N/A,"Performance care travel bed research she assume moment. These conference modern both. Few by bad.
Fast inside whatever wife onto source hotel. Low manage blue probably. Dinner indeed top instead article light month. Fish officer that.
Join behind sound him air poor. Usually share just project tax.",Jacksonburgh,"English, French",0
50b16bf5-a7b4-42c5-ab35-e65380963ce6,Mr. Paul Baldwin,qwhite@example.net,270.532.8959x2961,54,Bachelor's Degree,Global University,2011,30,"[{'title': 'Frontend Developer', 'duration': 10, 'company': 'Allen, Hobbs and Baldwin'}, {'title': 'Product Manager', 'duration': 16, 'company': 'Miller-Lopez'}, {'title': 'Engineering Manager', 'duration': 4, 'company': 'Walker-Scott'}]","Java, JavaScript, SQL, NoSQL, AWS, Azure, Docker, React, Angular, Machine Learning, Data Analysis, TensorFlow, PyTorch, Hadoop, Communication, Teamwork, Problem Solving, Time Management, Creativity",Yes,2,Frontend Developer,"Allen, Hobbs and Baldwin","Serve report social first only new treat. Set radio career ever lot along build company. Rule start watch necessary drive indicate animal.
Would house inside many important loss kid big. Foot open per house over when first six. Brother everybody conference organization treat something natural.",Stephaniemouth,English,1
53368cd9-7730-43c8-ae9c-68a676682d2d,Tyler Rivera,hmorton@example.net,001-736-245-3160x50698,29,Bachelor's Degree,City College,2021,6,"[{'title': 'DevOps Engineer', 'duration': 2, 'company': 'English, Ford and Gallagher'}, {'title': 'Data Scientist', 'duration': 3, 'company': 'Simpson Inc'}, {'title': 'Data Scientist', 'duration': 1, 'company': 'Nguyen, English and Medina'}]","Python, Java, C++, SQL, NoSQL, Azure, Angular, Machine Learning, Data Analysis, TensorFlow, Hadoop, Communication, Teamwork, Leadership, Problem Solving, Time Management, Creativity",Yes,14,DevOps Engineer,"English, Ford and Gallagher","Manage behavior technology wonder general. Simply himself avoid meet church.
Establish unit enter agent customer find hour. Tax hundred have arrive.
Join field perform fast past respond. Support thing such eat guess. Modern organization get.",East Jennifer,English,1
584e6075-5611-4616-a2ab-fd158713c706,Audrey Williamson,vchapman@example.org,(873)256-4864x69773,39,Master's Degree,City College,1996,9,"[{'title': 'Systems Administrator', 'duration': 9, 'company': 'Peck Ltd'}]","Python, JavaScript, C++, AWS, Azure, Docker, React, Angular, Data Analysis, Communication, Teamwork, Leadership, Time Management, Creativity",Yes,14,Systems Administrator,Peck Ltd,"Arm black choose son property. Southern cultural style and bill. Energy defense however stock military including.
Degree seat five go. South yes full research. Return son throw order treat force.
Wall increase house can nice. According often nearly political single figure thought.",East Abigailshire,"English, Chinese",1
49e4481c-da30-4e85-a965-8dac2d189687,John Thomas,madisontodd@example.net,445.554.2336x698,56,Bachelor's Degree,Global University,2019,17,"[{'title': 'Data Scientist', 'duration': 11, 'company': 'Cole Ltd'}, {'title': 'Backend Developer', 'duration': 6, 'company': 'Tyler, Curtis and Hughes'}]","Java, JavaScript, SQL, AWS, Azure, Docker, Kubernetes, React, Angular, Machine Learning, TensorFlow, Hadoop, Communication, Teamwork, Problem Solving",No,14,Data Scientist,Cole Ltd,"Expert you choose professor though practice. Such loss should sit. Local realize blue accept he turn.
Decade entire understand class. Avoid impact yes someone first oil left reach. Quickly kid space baby.",East Jake,"English, Chinese",0
8f6c2ec7-c3da-484f-ae5b-05c005dcb2de,Lisa Gonzalez,wnichols@example.com,+1-552-558-5099x72108,58,Bachelor's Degree,Global University,2009,33,"[{'title': 'Security Specialist', 'duration': 11, 'company': 'Fisher, Peters and Cochran'}, {'title': 'DevOps Engineer', 'duration': 15, 'company': 'Cooper Inc'}, {'title': 'ML Engineer', 'duration': 7, 'company': 'Harvey Group'}]","Python, Java, JavaScript, NoSQL, AWS, Azure, Docker, Kubernetes, Machine Learning, Data Analysis, TensorFlow, PyTorch, Spark, Hadoop, Communication, Teamwork, Leadership, Problem Solving, Time Management, Creativity",Yes,8,Security Specialist,"Fisher, Peters and Cochran","Accept forget fact court. Safe describe take brother mind effect painting board. Adult trial always light professor truth soon.
Hotel hair service reason two. Six far mean just get. Marriage nearly mission two safe necessary.",East Dustinland,English,1
38f99629-979d-4730-8caa-0e8464a3f1c9,Jasmin Kim,ehernandez@example.org,314.392.7525,26,Bachelor's Degree,Global University,2008,3,"[{'title': 'ML Engineer', 'duration': 1, 'company': 'Miller and Sons'}, {'title': 'Data Scientist', 'duration': 1, 'company': 'Lynch-Rivera'}, {'title': 'Engineering Manager', 'duration': 1, 'company': 'Lopez-Burke'}]","Python, Java, JavaScript, SQL, NoSQL, Azure, Kubernetes, React, Machine Learning, Data Analysis, PyTorch, Spark, Hadoop, Communication, Teamwork, Leadership, Problem Solving, Time Management, Creativity",No,10,ML Engineer,Miller and Sons,"Imagine away world thing.
Material discover seek radio money present. Heavy organization reality several recent record to.
Sport way medical high you even conference.
Imagine necessary general business store door. Challenge upon measure character.",Mariaton,English,0
f00d85fb-7d8b-42d5-b04a-0438b85fe467,Beverly Contreras,wendygray@example.net,(578)518-4681,47,Bachelor's Degree,City College,2022,23,"[{'title': 'Full Stack Developer', 'duration': 23, 'company': 'Ross, Brooks and Horn'}]","Python, JavaScript, SQL, NoSQL, AWS, Azure, Docker, React, Angular, Machine Learning, Data Analysis, TensorFlow, PyTorch, Spark, Communication, Problem Solving, Time Management",No,9,Full Stack Developer,"Ross, Brooks and Horn","Hard real require only interesting. Government special reflect tell office capital.
Likely color realize relate account administration. Charge nearly sing entire letter strategy ask American. Whom question establish fine. Best cultural officer.
Claim prevent girl south. Finish case long.",Kylestad,"English, Spanish",1
fd0d3063-fb99-4dd9-800b-9d7aa0601e48,Nathan Robbins,tsmith@example.org,236.920.7214x13468,51,Bachelor's Degree,City College,2024,22,"[{'title': 'Backend Developer', 'duration': 22, 'company': 'Navarro Group'}]","Python, Java, C++, SQL, NoSQL, AWS, Azure, Docker, Kubernetes, React, Angular, Machine Learning, Data Analysis, TensorFlow, Spark, Communication, Teamwork, Leadership, Problem Solving, Creativity",No,8,Backend Developer,Navarro Group,"Wide behind return maybe pay half. Gas father none sea surface. Carry year other money population material consider.
Future manage sing institution alone be. Bit upon manager method could food total. Final source wall meet short study year property.",South Dennisstad,English,1
d9ecd6e3-8230-4c7c-965b-621dbdd8acb4,Meghan Davis,fjordan@example.org,+1-795-335-6215x76481,44,Master's Degree,Liberty College,2013,17,"[{'title': 'Systems Administrator', 'duration': 1, 'company': 'Richards, Patel and Pugh'}, {'title': 'Systems Administrator', 'duration': 5, 'company': 'Pierce PLC'}, {'title': 'Backend Developer', 'duration': 7, 'company': 'Erickson-Rogers'}, {'title': 'Backend Developer', 'duration': 3, 'company': 'Cole and Sons'}, {'title': 'Frontend Developer', 'duration': 1, 'company': 'Howard, Allen and Baker'}]","Python, Java, JavaScript, SQL, NoSQL, AWS, React, Angular, Machine Learning, Data Analysis, TensorFlow, PyTorch, Spark, Hadoop, Communication, Teamwork, Leadership, Time Management",Yes,10,Systems Administrator,"Richards, Patel and Pugh","Event finally my defense instead include respond. Time not maybe benefit. Not compare left adult.
Who meet read. Become remain song call.",Flemingfurt,"English, Spanish",1
9d927826-b95e-4c67-876d-7ac25ea04e64,Shane Gregory,vasquezbradley@example.net,+1-714-863-4884x521,51,High School,N/A,2014,27,"[{'title': 'Data Analyst', 'duration': 10, 'company': 'Clark, Elliott and Castillo'}, {'title': 'QA Engineer', 'duration': 13, 'company': 'Jones, Flores and Holland'}, {'title': 'Backend Developer', 'duration': 4, 'company': 'Mays PLC'}]","Python, Java, AWS, Docker, React, Angular, Machine Learning, Data Analysis, PyTorch, Spark, Hadoop, Communication, Teamwork, Problem Solving, Time Management, Creativity",Yes,2,Data Analyst,"Clark, Elliott and Castillo","Guy any consider figure word majority weight. Would industry life sister.
Theory cause process best. Film decide seek site magazine direction church. Born compare floor state music.
Where character religious animal someone player for. Know page really. Dinner street a according future represent.",East Adamview,"English, Spanish",0
e8cb5eb3-e35c-4595-8899-37628abc7132,Willie Mata,ysantos@example.com,001-204-438-9376x92276,45,Master's Degree,Global University,2003,21,"[{'title': 'Project Manager', 'duration': 11, 'company': 'Barton, Adkins and Roberts'}, {'title': 'Frontend Developer', 'duration': 7, 'company': 'Roberts, Casey and Owens'}, {'title': 'Frontend Developer', 'duration': 3, 'company': 'Dougherty-Kelly'}]","Python, Java, JavaScript, SQL, AWS, Docker, Kubernetes, React, Angular, Data Analysis, TensorFlow, PyTorch, Communication, Teamwork, Problem Solving, Creativity",Yes,6,Project Manager,"Barton, Adkins and Roberts","Mouth baby country. President past our speak.
Exist whatever point hope rule. Beat focus itself more part. Explain blood coach mind perhaps black.
Billion surface pattern clear develop size by. May goal dinner hotel pick image property. For security sing body vote state none.",Charlesview,"English, French",1
58ddff12-cb43-453d-9716-f690d049401b,Victoria Pope,antoniowatkins@example.com,(307)409-0086x530,34,Bachelor's Degree,Mountain State College,2022,11,"[{'title': 'Data Scientist', 'duration': 11, 'company': 'Richardson Ltd'}]","Python, JavaScript, C++, SQL, NoSQL, AWS, Azure, Kubernetes, React, Angular, Machine Learning, Data Analysis, PyTorch, Communication, Leadership, Problem Solving, Time Management",No,8,Data Scientist,Richardson Ltd,"Seem represent contain middle environment news common. Affect away away the chance according mind.
Actually report deal leave foreign. Prepare sort remember bad lot pass goal season.
Method source star maybe specific listen exist a.",Josephfort,English,0
